Sr,Intake,Season,Year,Country,FinalUniversity,Degree,Major
1349,Fall 2021,Fall,2021,Canada,Dalhousie University,ME,Internetworking
1350,Fall 2021,Fall,2021,Canada,Trent University,MS,Big Data Analytics
1351,Fall 2021,Fall,2021,Canada,Northeastern University-Toronto,MPS,Informatics
1352,Fall 2021,Fall,2021,Canada,University Canada West,Master,Business Administration
1353,Fall 2021,Fall,2021,Canada,Bishops University,MS,Computer Science
1354,Fall 2021,Fall,2021,Canada,University of Waterloo,ME,Electrical and Computer Engineering
1355,Fall 2021,Fall,2021,Canada,Concoria University,MS,Software Engineering
1356,Fall 2021,Fall,2021,Canada,Dalhousie University,Master,Applied Computer Science
1357,Fall 2021,Fall,2021,Canada,York University,BE,Engieering Civil
1358,Fall 2021,Fall,2021,Canada,University of Windsor,Master,Applied Computing
1359,Fall 2021,Fall,2021,Canada,Concoria University,Master,Applied Computer Science
1360,Fall 2021,Fall,2021,Canada,Lakehead University,Bachelor,Commerce
1361,Fall 2021,Fall,2021,Canada,Trent University,Master,Management
1362,Fall 2021,Fall,2021,Canada,Lakehead University,MS,Computer Science
1363,Fall 2021,Fall,2021,Canada,University of Waterloo,MMSc,Management Sciences
1364,Fall 2021,Fall,2021,Canada,University of Ottawa,ME,Civil Engineering
1365,Fall 2021,Fall,2021,Canada,Carleton University,ME,Electrical and Computer Engineering
1366,Fall 2021,Fall,2021,Canada,Queen's University,ME,Mechanical and Materials Engineering
1367,Fall 2021,Fall,2021,Canada,Brock University,Master,Business Administration (ISP)
1368,Fall 2021,Fall,2021,Canada,McMaster University,ME,Manufacturing Engineering
1369,Fall 2021,Fall,2021,Canada,Concoria University,Master,Applied Computer Science
1370,Fall 2021,Fall,2021,Canada,Concoria University,ME,Information Systems Security
1371,Fall 2021,Fall,2021,Canada,University of Guelph,ME,Water Resources Engineering
1372,Fall 2021,Fall,2021,Canada,University of Windsor,ME,Electrical and Computer Engineering
1373,Fall 2021,Fall,2021,Canada,University of Windsor,ME,Electrical and Computer Engineering
1374,Fall 2021,Fall,2021,Canada,University of Windsor,Master,Applied Computing
1375,Fall 2021,Fall,2021,Canada,Concoria University,Master,Applied Computer Science
1376,Fall 2021,Fall,2021,Canada,Dalhousie University,BS,Computer Science
1377,Fall 2021,Fall,2021,Canada,University of Ottawa,ME,Electrical and Computer Engineering
1378,Fall 2021,Fall,2021,Canada,Northeastern University-Toronto,MS,Project Management
